Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A31360	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31362	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31363	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
A31364	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A31365	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
A31366	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
A31367	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0
A31368	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31369	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0
A31370	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31371	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A31372	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A31373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31374	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
A31375	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
A31376	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31377	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
A31378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31379	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
A31380	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A31381	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A31382	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31383	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31384	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31385	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31386	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
A31387	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31388	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31389	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A31390	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31391	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A31392	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31393	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A31394	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
A31395	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
A31396	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31397	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A31398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31399	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31400	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31401	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31403	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31404	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A31405	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31407	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31408	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31409	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
A31410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A31411	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31412	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31413	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
A31414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31415	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1
A31416	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
A31417	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A31418	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
A31419	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
A31420	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
A31421	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A31423	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31424	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A31425	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
A31426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31427	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A31428	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31430	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A31431	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31432	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A31433	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
A31434	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
A31435	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
A31436	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A31437	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31438	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A31439	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
A31440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31441	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A31442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31443	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31444	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31445	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
A31446	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31447	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A31448	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31449	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
A31450	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31451	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0
A31452	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
A31453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
A31454	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A31455	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A31456	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
A31457	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A31458	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31459	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A31460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31461	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31462	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31463	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
A31464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31467	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
A31468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A31469	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
A31470	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
A31471	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
A31472	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A31473	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A31474	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31475	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A31476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31477	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
A31478	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31479	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31480	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0
A31481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31482	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31483	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31485	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1
A31486	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A31487	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
A31488	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0
A31489	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A31490	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A31491	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A31492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A31493	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
A31494	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
A31495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A31497	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A31498	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A31499	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
A31500	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
A32001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32002	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32003	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32004	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
A32005	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
A32006	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32007	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
A32008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32009	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
A32010	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32011	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
A32012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32013	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32016	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32017	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
A32018	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32020	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32021	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32023	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
A32024	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32026	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
A32027	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A32028	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32029	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32030	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32031	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A32032	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A32034	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32035	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32037	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32038	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32039	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
A32040	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32042	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
A32045	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32047	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A32048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32049	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A32050	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32052	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
A32053	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A32054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32055	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
A32056	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
A32057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32058	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
A32059	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1
A32060	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
A32061	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A32062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32063	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32064	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
A32065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
A32066	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32067	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32068	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32070	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32071	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32072	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32073	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32075	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32076	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
A32078	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32079	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32080	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32081	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32082	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32083	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32084	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32085	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32087	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32089	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32090	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32091	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
A32092	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A32093	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32094	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
A32095	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
A32096	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
A32098	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32099	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
A32100	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32102	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32103	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32104	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
A32105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32106	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A32107	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A32108	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32109	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0
A32110	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
A32111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
A32112	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
A32113	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
A32114	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A32115	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
A32116	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32118	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32119	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
A32120	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32121	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32122	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
A32123	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32124	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32125	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A32126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32127	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32128	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
A32129	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32130	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32133	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A32134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32136	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32137	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A32138	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
A32139	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32140	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0
A32141	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32142	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
A32143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32144	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A32146	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A32147	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32148	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
A32149	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
A32150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0
A32151	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32152	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32153	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A32154	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32155	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
A32156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32157	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
A32158	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32159	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A32160	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A32161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A32162	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A32163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A32164	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32165	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A32166	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32167	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32168	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
A32169	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A32170	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A32171	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
A32172	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A32173	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
